video_id,views,dislikes,likes,comment_count
bZuIo9uyOSc,16152,11,952,200
GJjQl1q_jtE,254142,1198,733,198
e655oxG-JQc,8216,2,32,4
RgY4isHgTbI,31718,32,206,19
eK-hU7rvnw8,6850,0,0,0
12Y0AOxZ1r4,12803,26,553,233
kbaMeEcdDfM,778479,449,4969,1205
2EiJCqz-jfI,157814,200,10952,1640
apN4BMMKt2E,554706,557,19379,869
HL3xjCIicug,25635,20,418,21
ZaZ9X2_aRCg,35667,45,212,51
lXnCSZcjR10,402043,424,14602,920
zWpb3MCubiU,4474,0,198,4
ZrougE3JK1c,11496,3,891,38
b2ANTiNlRMA,31236,26,176,180
CfgxmHtNeEo,1224346,387,9685,985
fCxWgyupZH4,136759,140,1050,1196
UWfQ-j_BAcI,9050,8,173,4
fFjkYIgmZnA,66369,588,2520,564
GaFbnFVzhpI,124190,84,744,95
AsTdC2RToIA,2384671,1162,92519,9327
3UmcBMJAvtc,857491,420,32697,964
PHWAZNkqwN4,630483,905,20697,1904
NMPLDdFqPNQ,68846,229,2485,567
KA6CXs1QVIw,217956,90,11699,1163
nyVw-UOZiDE,15717,16,1430,119
Ang5EmsO4BY,17586,15,643,42
XT3gEidTKAc,140815,193,12313,891
9oIHQCkh-So,7394,5,83,15
VvLF9XLztmM,4699,22,315,49
80Tm-YeQCCA,3074,0,48,4
BtAEgLHt9xY,9389,10,180,33
UZ8udeYYXF0,721662,813,3074,99
v5PbKgc7jd4,58467,17,870,79
SagsqxiVStM,5186780,1774,510,665
yzQAqKy4XVU,1130263,1884,73604,3994
22mzL2rWu30,541274,590,8899,807
hNpgwz8wvE8,66141,58,7091,608
exLJr1ScSKY,173038,148,7719,931
-vS21V11Naw,66326,22,6803,972
4YJxEchdpTQ,427270,246,21584,3788
xb3Gz0xkJ84,8882,13,505,147
kxGDo_My5G4,68716,35,134,17
Lkn15Ayh2VY,17300,35,1137,733
expKmfdoo28,688306,701,27673,2386
XXRBLyQQ78A,865233,406,33110,3396
mjorqTiHX-Y,8472,82,276,24
rP91laHS2_o,5899,8,33,6
fOg6HMC5QEo,68291,22,2109,78
S4F7tIydALI,79534,198,1442,202
KamsT86YHjE,76652,129,1283,292
FgqvFcKvDZ4,271143,392,2496,860
1zXOcXnD8XU,1048067,661,54600,3248
tOc0OjtxSWk,920196,1177,21261,2182
iyfTmd8NeCM,32576,42,4017,182
obkLDeO58Wo,1198379,287,10795,796
BJEAWxCEbfE,269122,413,5799,782
JjwYl8yXwuQ,182619,325,9838,1120
VNEOBGgiPDM,8436,11,437,201
Zs_gS4gd2LU,4490,4,49,23
HmGsIPJfGns,272752,429,1355,282
flSYmWkp6Qk,89543,128,3500,890
9GqohosViw4,1292218,709,49464,2704
VvVuK_MzwOg,75652,580,4612,841
Dc1LuhEOqYM,9718,8,486,185
N1ghnb0ifkU,18347,26,841,69
antFrvwyC_U,3889,2,255,11
vmm-9cYFe6s,26015,14,1318,199
S8e1yxXiODQ,2435011,4119,68991,7616
fuToSTnZTTY,88409,20,4933,431
2u5zKGhSpfE,160445,80,584,852
OaqvfQ5ggas,8344248,8211,27457,1550
8aj8ynZ9u-4,35867,104,1672,211
t5IWZOpmGE8,9379,66,1107,132
1BEo4bqaVMc,3721,3,186,16
v5At3o3gAVw,8120,7,132,20
ULgJbhmq8fs,252348,293,2540,389
M_AHppQywE4,48758,62,135,19
Eq6ijRAJRRs,22792,21,5995,2298
vnJvURm1WvM,105317,152,473,171
lW_1hgOkvjY,720529,542,3898,2058
kW7NzGcwD1o,12991,9,1019,32
zp0NfSnBPUk,565018,793,5721,1449
S3H7ACY7itc,1510545,594,25032,3081
NNUwnNuL3mM,551504,2632,84507,2293
muUPzUPibgY,7101,10,24,2
FKKcrQTIK48,28013,26,2460,182
6NNOvyQiFLU,21141,14,25,5
nAjEj94LuQQ,101857,50,4992,1421
glRG0VnBEgw,11126,83,163,80
6NlPMPYWzDg,3540,0,46,4
1XKSo2mFC6c,13592652,26397,499673,0
MHJij0ql0Qk,84636,48,3001,682
Q9VJ0Ha0058,28018,29,2169,73
OExruPoAqOY,61696,31,152,35
sTvY9Llqtms,1389924,1125,50058,3206
REVcFIV_vT0,420511,2681,12261,1366
HdwfFD4gP60,8216,7,86,39
BK0lh6im1oU,135653,250,2894,1246
7X6HSMBR1po,6849,3,37,3
lZuL1Sm2h9o,71134,40,2948,362
Tlu-_31CWfY,1158695,1169,43551,2822
6WGs0jkfGuw,5034,4,226,6
GN8JiNzVjzA,40353,1868,4210,1171
B8Ez7X-o35s,6796,0,0,0
QaASZecxQww,3699,3,19,1
b2LE956MdoY,6232,6,115,16
NTXy_U0DGSM,46043,170,331,206
xLkHEZTSeoU,3129042,5108,136032,12857
1WvWdJKb6Fs,9642,17,1448,112
RZbLKMyKHww,22935,37,766,68
VvjjGtSDDo4,882950,605,31141,3057
GWIWcOAj7z4,572396,379,3099,2046
NWdc7PyZNLA,12924004,16758,190116,11083
6nuiH-gzmIM,1031908,1383,20805,1819
zXjGVuFgCrI,221973,69,333,13
QLADQOO71cY,55112,38,2757,725
gKOazHygSMw,419659,78,18313,427
sv3jSJVVNsM,7571,6,9,2
h33u2eeVqXo,816594,183,7290,1334
b6XHlowAFq8,106563,49,947,667
pbrY0KobX6k,6287,15,612,320
BNE716avmnw,17395,0,0,61
mQLyks0V9gQ,3295,56,9,38
WuTFI5qftCE,1164164,664,93079,4773
c2UgUEdyMKg,201457,823,1580,563
EOc5sMSsZu4,1391966,1412,76280,9669
XbFkT7u9VBU,31207,37,669,189
wIU954isHUM,20571,0,0,196
sFnDccg4G40,6476,0,1091,89
vjnqABgxfO0,12218726,28739,103018,17966
1dUPvyhYWGk,12496,13,207,0
PlI_O2snoMc,56723,59,837,194
sbaEOPqZnt4,131825,142,662,91
mtIgppWwnA8,15984,0,79,27
uK7JtrAog3U,4588792,2380,87983,4794
x25ro_s6pE0,3638,1,350,43
76owSh_PPG4,107459,672,6982,763
rrkW65P-5sc,274317,134,2113,334
L7nLolI4f9k,210649,206,14607,928
6EmFN1nRQ6M,1429113,1045,34531,5215
4L3taD4TgO0,41731,9,301,7
gFs3XDdIWwU,871646,215,4114,493
5Dfoks1KLes,92341,49,406,28
R7-rrokzJfQ,3486,5,221,56
MHQyxBFxSQU,118310,193,601,744
XEGWW2nVStI,8284,5,29,3
Qez7nNPfWXU,28174,12,208,15
W499WjqhB-o,34496,15,3165,158
Gu6UCKaAcaw,294769,132,3307,229
Zd6u3SS5-XQ,163914,131,6939,1008
wnfvW1pgzLQ,56036,54,3851,214
U7W81K4EmTU,470715,362,3215,265
Ts5OMs6j3fA,154612,186,8057,341
2Tm32xVGj2s,11593,90,507,184
s3c3R9MRoXQ,70327,81,1987,10
NuGAwRfTAgk,6262,0,0,0
AXSoQ_UKWyg,939755,1293,47324,6677
CqpajKhXZNM,52653,42,1155,114
YyzbQTuQMyo,52786,20,199,38
DVbKboc8XmE,471380,398,27799,2269
POl0ov4Y2EU,10235,14,1083,261
0oXu0XfXYYE,1020294,3081,59974,5554
euw4B5jq1GU,457321,331,11494,2428
f_U-hMer1cE,919903,865,38311,3046
b8IN0tY3fus,748327,705,52654,2170
JKSNXom_o8U,176846,13,3134,360
Xt6bNkmPT2s,17509,8,47,11
d0iVtUwisck,40808,12,3562,144
8RtoVDI01-k,145496,89,536,1699
4PPVHLiDKmM,37999,24,260,40
F4qfN5UeFvQ,7964424,8055,357641,22794
Xr4A_5UyP0I,112105,86,934,23
9knQZiIoBTE,118858,162,9762,655
wwqAYbHWBXs,348398,412,1780,230
r_ho3R3LbHU,201264,176,5384,500
nLSaCFlXn-g,10096111,4899,171460,7675
w8kcvxdU6dY,9225,12,571,51
9ojsQ8IAlcc,5753,3,94,4
ZfriMKEp2Fs,36247,11,220,47
H4NjcO2GAMU,425037,454,4817,815
vFfKSqKsDWk,11737,53,454,100
qv_YH3VmZdA,374327,1748,7459,497
exYLX9xGoyo,705232,298,31549,5489
BgXp3GgThMg,39033,21,1536,30
Hanv_cdB6qE,27678,163,115,31
-63B7zQsN0w,209207,184,10130,327
BanlOTTKWnI,118138,91,3344,501
6jpdMOHtC9Y,3071,34,245,250
muaycvdzWCE,2170,1,8,5
ye1DY1PsH7o,384030,646,20384,4837
1hgz9wHsYEA,178094,156,11551,720
X7Y79pyGyJo,94992,68,1240,396
NDubp4OKDUc,760397,722,83116,5951
MPnxZjpFf0c,4252,11,299,217
vqfU6N0IU5Y,12603,1022,90,8
ykDGciG4Pfg,9175,89,769,388
00nmxR1mxIA,833977,984,11517,1039
MQu1nTgAb_c,4064,4,11,3
3VbHg5fqBYw,7281189,19955,180808,21252
jfdm1JqwHm0,4646,2,51,10
h0GU0iU-8Fs,22478,13,765,97
G8hBIAxuz9Y,5231,6,117,4
emEXqO5Xkws,79946,69,3867,460
n9c5R_zFcpM,28633,31,1154,199
4GsXEooP3U0,37122,47,3319,250
PF_jdO6-BxU,36350,15,155,8
Sx94ocQ3TRk,79677,291,601,85
_F-9-dXrhjo,181498,77,20194,1414
HnVGQbF4nS0,622637,267,5384,208
gz6YkIPNinU,237815,441,14914,3279
WFqEWedJzL4,281947,292,10179,1073
_lJiIyN4f_4,15048,23,112,58
AsijiGpBqoA,4054,3,27,7
chnLwGHidl8,6039,6,75,7
FxWHvQZ3lIk,214988,100,11109,201
_J7kOFN9UEk,15141,6,60,8
9EwuNd-zQ3s,39727,48,4446,396
9Jn8TXoPQTg,56243,609,416,322
g62FBjIbdOU,403945,168,3959,1463
BUcbO7ctgPE,10602,21,218,50
uzK1OmxS4CE,266874,976,3489,1386
GIe0U4WAqbM,13796,11,36,1
v90mqPEyoNE,30454,26,2348,251
k9tR_LEN8ec,13065,23,879,122
jCicozRRJ78,80552,115,3602,110
tx1yofk2-p4,16691,12,405,16
KBSb_tsPElM,38882,41,124,52
a6AtUg7M8cU,114467,170,7629,467
KCqcwRe6R6Q,377774,88,5287,330
koI9RVzzyGo,462719,782,25735,9154
uIobOHqEXp8,6395,17,142,19
u1YtIwW6HGY,226824,198,6987,654
0mlNzVSJrT0,122634,210,2908,595
anAi9kgKS_I,102828,0,0,25
BZgRWeQVCnQ,30035,0,0,0
09qKXPbsWxM,724545,3947,34787,4766
kuTBea8_-LY,3508169,162,1509,504
l7N2cZqltuA,31649,10,1439,299
Z_CRsE6RxHQ,134816,143,738,18
VwHEbRQD_no,13453,10,45,6
mW2NL3qx6Ac,153990,34,902,16
H8pQ-8keFs8,46105,35,352,269
z3v1CYYKwdU,381058,475,11725,443
qXhcnhB8Enk,13442,17,376,267
Sbp8MmSc2kQ,451602,316,10960,1773
f392eUEg-tg,11388,8,693,18
iKS0toHcFS0,112487,31,820,33
_TbEsTOoCj4,105956,162,6417,256
yN2yXe_CFno,293955,115,1672,278
h4kv0iKgiks,16590,14,41,15
pk-CBFjUVP0,168352,55,8683,207
DqqvYHLQgxA,4300,0,199,8
xhU6LRouI3o,2954,6,80,19
-U80pX6QyZU,372954,615,1681,511
0nnD9Z7zG4E,52340,47,2952,531
H5g3AiMQz6o,218078,219,1909,670
xNSyi4maGfI,4312,5,425,229
WBqbzyTwOHw,10291,30,919,36
RoIJtobSOqc,1875212,1931,32206,4543
p0mD-INDy9U,6078,2,362,27
Oa0tSw2iV5o,1492918,6216,42804,12378
IoZ5qDUuPV4,1571653,1730,40403,8811
VHXPFrOfndg,72022,827,941,346
e6XeP9gQPmg,575264,278,21432,889
edNTVABE1qY,1465806,3414,141158,6663
4q_Au_TRIAI,54856,200,709,467
Iqbhl20fyaY,741932,222,10636,1267
Td511eJQQF4,77984,105,3743,373
_Iz83-Cmt6A,58135,69,519,65
8U88dHTfDiA,188573,320,2557,432
9H9LxQizSag,14278,4,252,38
yhpZmrqUF9s,855628,3172,52745,5670
lfU6G3NZD3M,39388,19,1596,201
dnQBSvT6zCk,25803,96,2146,238
GRkYd4ZQbPw,7306,26,273,11
-R1fL7rkIZY,375122,96,5790,255
g979wc6o9Ks,908908,3308,55788,7146
D-_ojem1XQU,881802,740,43887,5744
9aZ4PXuZnZs,86881,31,1205,74
qMAqqd64ASo,7225,16,128,109
1K0QSVTw75s,16644,8,73,7
zTY7dvFJbXY,1329970,1058,37146,1283
2GjJ85MImlo,1787925,9574,54676,6254
fqQ7ymRr5X0,1523236,6157,169711,12351
Csnsq9f_ZkQ,1203351,684,33421,3481
WVMJ2lR-EcU,3028,1,22,18
CFMRJSPDr2k,369367,1365,15007,2955
cWRpfETUx7Q,3608,0,112,10
-laOL_G3VBw,126489,287,5688,201
b5BDRiks2MI,7133,268,398,136
s85dovaIod0,16512,4,10,5
XAzqBDFs418,1880789,1256,142207,6685
I_xXotQYmRE,7643,20,194,0
699_9imQrYI,6671,17,34,0
pUUBqdkmh4M,3511,85,24,125
Jfs7YwsGui8,7868,8,306,0
Ddc_HMjkVlY,162072,60,32256,1577
yBgs4ULMlfg,395826,459,3028,249
ogmIGZOi3e0,698411,296,6998,602
YWyqZ10qBR4,2529307,2796,88143,4007
MewHqLeM5h0,96967,123,7480,1175
RVPYIK8fBTg,6419,20,174,37
DdiM5lA-05c,97571,96,4313,1120
TWpc5hCb7gI,28176,21,81,134
iiiFiaKDoAU,246799,110,2251,1023
SvzAFtW-7SQ,171578,483,11791,932
wtTxdBsd13k,84126,88,6672,432
LOGKoDZ3HdI,188025,1454,12157,5707
qfPDNvdVqGw,541041,967,19826,1516
623AC6a6org,951969,455,30301,1280
eSys6DQ6Kcg,66544,41,5415,260
gjD7aVihics,3675,3,296,21
VY847AJ1ABs,14007,9,84,52
DkQ8-tZzh-I,447980,542,3634,1725
MI4SD4ARHEU,107291,72,688,64
bNcj9iR956M,1358775,759,18960,1230
QV93XyIE9WQ,61245,72,2723,695
UxkshYOgh3A,596843,530,57847,1301
z-J9Xa3UbIw,21595,6,218,9
NnDYM5MPk2U,3443,5,136,5
9I_SM5IxdYY,27854,62,127,0
WtftZPL-k7Y,727370,442,50908,24597
auKdM1N93cY,65050,56,4176,761
jHrT9pCm7TU,125619,60,6156,394
bd-OtQ-WA9s,29645,18,64,2
jqjLHzEalwc,4375,6,264,82
xFkEjx_k5xI,17786,10,345,22
soAiZzHOR8M,3507,0,82,3
xCwwxNbtK6Y,13259857,7783,90540,12314
7XcwJxgEJTM,93918,309,4270,1383
qsxFnPKwOfk,1005389,295,5491,122
knvnz54QNTs,26183,80,5503,228
MemJZW8LVxo,167191,2192,9683,1367
-q6Jel-jtQE,1137234,3079,11352,4073
Xi95PQxOCMI,22413,12,1406,233
k3pxrKj5LxM,102489,59,1363,707
4WnizmrnJlk,3247265,1396,28370,3520
qJfCBLR2YkY,449607,79,2128,244
5S9_8r56xgg,257233,218,2265,963
xda5VESj6eM,83733,1998,8319,2427
W-FxnLAnlGg,341643,152,2227,603
_fObMfQnDIM,261208,318,20056,1034
m5QNeWAQrA8,587108,252,3009,460
lgGmOUuargI,12937,1,42,1
lHxZlnj6yKQ,577937,502,32336,1495
G_Zs-fx4BvY,35664,141,1861,369
5Dmwx61MJn8,11542,15,1134,102
zfB_RZ8-Sg4,19049,12,654,136
wFAJT1hRmKk,290948,428,8087,1197
khZDCzRcw9U,306099,914,11869,551
t-My3vpDBvA,8539455,15093,618730,54192
2wRWwZNHCCQ,18743,11,1579,0
QNRGjaQJ-Ig,69740,48,674,266
YX3JnzIGXQI,407395,194,1861,462
GLMpw5YIHSg,31691,45,1192,290
p494hGgo0oE,12196,20,33,23
L1d2BJqdywQ,2585,0,7,0
mIxlvVlOIS0,1352763,955,75000,6365
sxyotaytAS0,1081926,349,3916,1438
TWKzDGCLI9w,7494,0,136,44
wHZ-UKcg8hk,952375,1158,57097,10960
2jhwGiO5XJ8,59070,187,365,114
m-Tp8-CAxPI,37144,45,191,74
rYHTbrXyT3k,63079,62,727,465
pw3iSkTRJWw,117022,135,466,24
wjtEYIj3zL8,4394948,13561,57105,88591
I-ADdAJ-its,32984,35,2164,295
y89QyuY60zY,6090,14,352,139
_L3xF8svZhA,58904,82,192,103
J4SmlY2BDjY,17375,25,1204,70
vU7v5A5P8BM,3248948,14919,34318,41888
5G7-uCoIo-o,155789,318,784,560
E_uzXdCuMXM,52588,55,1392,340
IMFqbk8MEYM,119404,295,10903,799
XCXOcAx25vo,8334,17,48,0
Tf-yDe_ZLSw,540975,438,3419,588
hTq6tBrIwaA,886066,582,9824,2753
m9N4H1HA0WE,72528,0,0,0
Z82HkLkOjWw,42213,52,406,82
Jg99KD7-Rxs,140471,152,3076,1520
cAeAaYK8YWE,65662,28,392,17
tE8pKjl9jgo,96301,52,4556,333
2XPF3Snm9JE,315612,890,23848,3708
nJXWFYVPyK4,31749,24,72,7
BrZ0xZo8qbY,54706,206,4868,286
2GnFIfFdqc0,14850,1,42,0
IBEWB4FgERQ,4378,3,133,23
7qpfT4-5zC8,14922,8,132,47
etwU2jPB_oc,109867,40,3304,348
DkXD5949qqQ,612123,473,6155,535
aIzje5bl7HM,853057,1427,59544,3552
UAwl9tVtob8,297288,502,5536,2457
7egd1GTRKpw,465244,844,5048,3639
e3-IB2mW7ME,5159,0,0,5
hPQLUjdtsSY,64980,9,41,12
s0XYemFRY9g,17771,13,128,22
xW2Aszzy6io,10338,35,568,262
mZpGOQ7tBKE,343860,404,6546,732
wWdUW9TEld4,8044,23,220,2
Uk5oRFVrSAc,3460,12,33,26
ERqixcGaK7g,1711063,1792,16243,4258
3YPLoZukr34,193114,285,2137,568
G9bqCd7sRg0,175662,56,10239,1081
q5RutbPNuLo,60528,97,7269,582
PY7HNpYkBd8,298065,207,2108,610
Yk_oxoDmgxs,506416,447,12427,1370
JhfACxB_KWs,31513,55,3308,346
1TDxgY-pgr4,715388,848,88757,6115
l6Bl1vn32KE,74860,91,2742,141
0frjYMRuSIY,2365,0,173,16
15rIJAZEMtI,28776,21,2429,147
8d5SxLW7DuQ,4213,6,21,38
_A5Z00E5gx8,123778,20,82,64
t0mcuQIiPyc,546839,1101,32847,1532
EpaHBDABEmM,7076,4,266,31
RL9JfT4HsT8,8202,12,1022,137
Of9GOMM9HPg,2292145,4732,122871,8772
R26cBBRj1k4,9803,5,278,57
gKsBvdxh9H8,42602,39,4473,364
CR9zYgr84QY,144066,58,6306,272
ITo09tAjAIo,526290,213,17617,1067
obYhIz_6Jzc,5676,13,30,6
ZpV04-pOVUw,1249805,799,65499,15843
nuAbZB5XQSY,10039,74,733,1248
8ru8Bijg44Q,2313,1,112,15
UieloIkLnnw,9443,3,316,23
x3xdQNOChDU,7548,5,41,8
8oDr2OWQCDo,2951,2,6,10
o6OSjXpRERE,293829,156,6700,396
uX-m6PNtoCs,261074,184,22360,5469
1lPvUKtHBJA,2130602,2699,22327,4378
xEf0QwK57nM,43418,55,771,35
UInpdq09slM,18018,19,435,63
WkeJ84c5ark,130881,114,9785,1602
cfJX_3BuOkY,504205,145,6119,409
ABXfDG53S3s,14173,34,1410,527
AM9RAGTsXhY,202658,135,17045,2137
PvoLi859GV4,5011,13,15,50
IErzngQnTCE,5955,11,430,48
FwXjhOcFARM,3412,6,297,95
-zTU8pJVf7c,1441,3,13,8
s9QBHwmTzMs,85904,56,655,357
1pBiCGsfStw,161350,224,2065,810
ERQOOAZI4rw,85793,144,640,194
T36qh56Ju3g,175544,107,20983,3238
oXmY9qUy30Q,54401,23,301,60
cH0wNHPbMdI,5917,52,469,170
PVwlvociHBQ,21957,15,181,11
7keZTcdouoY,189594,6441,6437,4517
SggkMHx4GhQ,1895941,1227,46102,5513
8KaKWPJq5dY,722812,272,86588,9685
OG3Dy-FUxPs,72105,333,1307,943
EOQUhFb--yI,434803,686,3603,863
OGCluexPLxY,4577,1,423,39
Mow3tQVS7mw,4769,12,238,8
T5jQuJfZaJU,396963,343,2178,563
GZeza5xTeuM,1472296,932,22822,1769
30j7CA2sius,9982,2,372,22
G9j8wV0ghlg,357430,351,12444,1497
WUlZId0zD_8,60538,92,1018,94
eFFGfOVigRw,26721,68,1782,352
sU7HzBOCKbI,2032868,841,21190,2250
0zmFDJh0ghE,145318,139,7922,1428
B95ArLDR2MU,3050710,2252,34563,4489
Hlj8CJslrPw,404649,94,4155,1514
kgPXTXMxHAg,78705,71,2176,88
_nodqT17KmY,145748,62,902,441
DbufnVGKygw,217465,151,2478,0
2p2yFIBv5L8,9147,8,126,17
wSqkC9bswRI,208938,538,3755,1440
jiZfc0b2t3Q,628525,791,9649,1306
uMGrCD8pZNg,5776,0,14,0
QUzN_5qsiyc,3692,2,22,3
mn5uVDJV3Mk,2409,10,547,168
_jzDcfIp8ZM,33143,8,30,12
Rg7Gb1w6fAI,51780,62,747,64
YbFCADgXXK8,420492,327,1807,231
RD9O3NGnbzE,58710,7,302,54
xe6o4ex7-YA,4270738,2355,54459,2771
L9hwGZFPSmw,1012972,2327,42228,16647
u8-Xekusegg,9850,8,1387,470
XXPjREFBlCE,109574,43,1328,223
Zc5jSIZ0IjU,244636,986,33534,4573
fASCzgKS0Qg,693104,42,1041,406
_X4n1elcc1Q,8010,13,633,114
uPzioplQhGE,6478,1,120,29
KmsAg2Aa0j0,45378,19,230,12
9UUARjWvE2I,61162,173,201,0
1jJjGP4_spA,20612,17,170,22
EZtydgx3AVQ,14095,7,32,3
rKJSoO1-b1I,46874,63,3313,401
JxfpU8GvGoQ,7214,5,271,59
77McSTzTgg8,39799,222,290,0
jFha7GqeILs,2903,1,39,12
oD-UvS-vrEk,507993,350,4296,802
1Nl6-5qujbc,2705,10,174,20
YFJs1NWmwJc,17592,23,110,92
a6D9ksDanh0,276452,297,13211,1322
aG1TCwWFXBE,41504,13,36,28
KJUIoT1f034,261135,54,2186,58
WrkqB8PIH_o,546536,368,2728,1011
7zxd3MYHxOM,39274,898,2241,951
Vetos9-SH98,130406,115,1711,323
ICKiPzF61Pk,88427,491,8729,7645
bU3AG_cIa24,204852,175,843,293
0-iO8cS8Xr4,445217,783,7366,981
VSN1y31Rhbo,91942,31,1952,145
mT9UpJ9vS-s,935341,318,21954,1655
abfQDEETGWU,1146138,281,4310,1175
xXWxHLj73YY,1093401,1084,11011,7266
wqgKcjyCfI8,103280,139,514,298
PW-WgdZctW0,3187327,2019,238566,8814
X2sjoQY3zSE,74646,112,4073,909
ux4RNzeHAoQ,1116748,2109,40856,1894
Ac3qmIQ3bK4,695082,640,3232,709
opQrFLEAC2M,4330,2,335,98
86Ikyc37VVI,8491,9,906,109
KNNquEaiyRQ,1948,8,92,13
OQjXyK3I0b8,1111159,4657,3512,1761
r-nRCthVok0,540013,971,28580,2770
vug4bROR79I,2797520,786,13588,3210
nh3Yhvff_mY,130423,280,8576,3176
Qs0zIemdg0w,20029,17,58,9
MbdATElT85o,132864,52,1915,119
Q2EFMOEOdiM,79924,137,2826,471
rrr5PNVRZQw,213574,227,21609,975
HRyth_O4hCg,545196,222,23528,957
LfZB28jNRZc,4499,2,74,2
4b07d_ihmB0,620555,780,3397,300
6jtEzA-PPUY,8425,7,24,71
pqKjvilTPaE,23129,23,112,29
L0aB_P0nFnk,26382,41,2322,954
wipICwNT1t4,4574,1,160,31
MICQb4QW448,607969,467,19093,2122
9EE6qZXil5M,40069,190,2227,266
PVqWth91WMQ,58576,425,5059,1548
wyJzq7CAwhU,47473,26,2421,282
ua7mHrl-hgU,147183,202,4696,935
YpNVXII3sVE,913755,758,744,41
DloLoFd3Qvw,243851,109,9376,467
wRQEfN8PGYI,3210952,3719,201259,8809
cvAn6EQcjwA,324109,292,11274,3421
7hV0rwA7RhQ,350170,353,19117,1094
5hJDOBjII-c,4344,5,42,1
LrvekE886LI,2142,8,70,10
RA5ZTp4uWV4,103048,312,12576,2491
jjd8WrSIM50,109777,1406,8469,4541
rPq_ewBaHeE,13883,3,69,0
vWPFdqMBDX8,2500,13,319,162
0djd3xJSSQc,8879,6,327,59
-OK9i1_YYYc,46260,35,2286,17
vUqtNpL2HQ4,30083,48,723,122
dOHshkKb7NA,18952,28,417,220
eSCMtpNCAgs,467728,937,16955,3791
iRf2PUdsOxg,137112,254,4265,678
OL7iIR8e2-k,617348,739,12553,19
Pez3-8fFmqY,1059577,997,16962,1029
NgCL68Bp5QU,201803,333,4010,890
PCM6--kn2Y0,19758,30,381,158
UDbdAvmCwls,134135,182,2039,1123
l0hMNP6_ZR4,137741,68,10466,2545
sD9_l3oDOag,92771184,13946,579534,18573
IvtAyYy7v7Q,351864,395,3108,758
16lIyMxnCqA,16492,7,310,101
s3MT_QjIroY,342951,596,20039,1017
eLn32Gp4nyg,1078522,338,29338,4072
WVVUjOulUj8,292048,110,1246,350
0vyNgtG5jhc,64987,42,3257,57
WWJtF4PAtY4,434288,954,31288,1065
Wx5BZoVkkqg,311916,223,9967,1914
RRdeuKmux9g,44462,88,990,332
GTWMnsIqdBE,348914,589,22245,4209
3Z8sA8VUnRk,1033880,2230,31783,3642
fPEVPKFp0mo,5454,49,225,113
0MyCrMrkMFo,374012,480,17784,787
EdM8n_3iTb4,926495,36925,85959,11852
9gKTDxk0pdg,9486,11,31,5
RHzylDQ4wKE,406252,441,14826,1390
8PzQgjLFTQs,16383,18,2293,164
dGhXyo9Fb7k,4490,10,803,122
BoCliRqaGPA,2009,0,14,0
wfWJwly2u84,9257,11,684,210
FqUofyYMKZY,129208,191,6950,440
5UBV0FK95R4,91039,14,367,26
lofMXnkv5XE,246559,140,16676,962
PGUidGOv8tM,166167,109,5226,593
JQbjS0_ZfJ0,69257303,24463,1021380,54073
DTQsTk46yCs,39071,22,2324,115
dTvUfo3QxRk,3938,8,732,159
YEbvihoaGrc,1662159,1101,78245,7317
HwATWcSFl8c,34870,33,2379,1020
wX4W_7guCz8,24133,13,4720,227
GhzoCeMkeN4,13078,3,253,13
bSJ8mpWBVeE,2524322,2178,32092,7971
mXTTtUAOjOA,50918,46,2178,173
VaPMUACYWww,138059,116,5097,499
v8aEyzeJI3I,14130,3,113,4
ztwaEXZyEjA,18128,21,110,66
Yhf7F5JGakU,3634,0,111,8
B7PURdwfFlQ,153302,495,10047,1136
ZzO9skEYqwY,25130,6,1345,164
kmOcaz1NCNQ,11884,7,222,59
JZoO1Ftj-bM,2091534,2246,58896,6696
AU9I1MX0c2s,386991,190,9083,467
64n4Ol0C6lo,5618,5,283,64
0-tCIevF_hM,38594,0,0,0
Pcj_4lWphTc,380322,277,6822,1374
SG5al5UTolU,1367546,866,30024,1445
CUEH-vTUHcQ,4386869,1996,75796,10916
FkAJI7BeYKI,456920,406,32904,1022
gNx8pHevXcs,1197710,610,9011,2124
heIc9TMQYLQ,12940,19,300,106
_3r0HrCzL34,3276,7,175,34
8Qty9uHluDg,258930,330,2695,318
Y58SBUrA7ZQ,587723,72,2435,1549
_cDhHhZKIQw,34914,63,893,239
ahlqG1K7Gz8,7176,5,893,170
jb60YbZqyv4,24027,9,1115,89
5QE2UWudkaY,28578,38,445,201
gMRIY96SXH8,1605296,2963,193290,12367
IeA7lvC1ego,3335112,4842,68562,36861
9ERfTfEYIWE,334253,523,21669,2534
f-q0bpdzl0o,37809,28,6294,787
ojSmMy0oTzM,233429,6,166,7
rJmSs3aqtLs,1688,4,207,28
KqFMds60UAg,44474,24,1454,177
XwOkmpNBmWo,780001,509,47252,7159
Qqxd8YUVrD8,96240,74,3681,414
HZTkMpr9Kf8,140088,59,4095,177
drsrAZasbVI,6292,8,442,102
cZRA2Si9Kmc,15787,8,621,152
ToMcZ9Sv5nU,5684,7,159,42
cTBPqTR6DHk,13405,65,553,11
PAczA2saYWM,1635960,1153,43860,3795
9ND-Kmd60t8,4550983,2698,100242,3398
sGfM7P87NUk,61223,48,518,389
jdIZ87LjuVw,142676,110,3474,147
FruVZvtByH0,1159234,172,8620,1460
T37rjrt98q8,503864,475,5264,222
jZUnHI3k7WA,63065,16,39,11
MiUFhVrG598,1526031,553,22415,1368
